id_karte,supertype 
21915,
21980,
21773,
22060,
22010,
22030,
21811,
21834,
21839,
21942,
21950,
22031,
22070,
21999,Legendary
21784,
21870,
21753,
21865,
21896,
21916,
21963,
22058,Legendary
21758,
21913,
21917,
21932,Legendary
21971,
21972,
22006,
21772,
21782,
21744,
21897,
21918,
21920,
21931,
21949,
21987,Legendary
22054,
21793,
21799,
21820,
21854,
21874,
21923,
21998,
22011,
22266,
22067,
21810,
21743,
21853,
21857,
21880,
21892,
21926,
21943,
21956,
22029,
22046,
21783,
21790,
21891,
21895,
22265,
22068,
22080,
21789,
21798,
21742,
21845,
21847,
21858,
21866,
21990,
22009,
21805,
21828,
21755,
21875,
21888,
21893,
21919,
22018,
22050,
22052,
21851,
21869,
21879,
21882,
21925,
21958,
21763,
21982,
21993,
22038,
22055,
22081,
21786,
21803,
21818,
21830,
21860,
21975,
21981,
21997,
22015,
22264,
21819,
21922,
21986,
21988,
22032,
21796,
21862,
21867,
21933,
22891,Legendary
22901,Legendary
22975,Legendary
22872,Legendary
22853,Legendary
22538,Legendary
22990,
22897,Legendary
22988,
22972,
22860,
22892,
22994,
22862,
22967,
22851,
22966,
22863,
22889,
23009,
23051,
23024,
23023,
22861,
23070,
22970,Legendary
22894,
22900,
22870,
22888,Legendary
22868,
23013,
22876,
22871,
23018,
22987,
23014,
22977,
22886,
22971,
22895,
23003,
23045,
23005,
22857,
23081,
22898,
22866,
22997,
22969,
23049,
23076,
22976,
22983,
23046,
22873,
22899,
23020,
23022,
22869,
22986,
22890,
23001,
22973,
22978,
23062,
22867,
22883,
23064,
23008,
22885,
23025,
22878,
23002,
22874,
22882,
22923,
22859,
23090,
22881,
23048,
23059,
23075,
22984,
22989,
22993,
23042,
23056,
22974,
22887,
23015,
23080,
23082,
22985,
22875,
23032,
22880,
22893,
23053,
23066,
23011,
23086,
23019,
22877,
22854,
23000,
22884,
23067,
22856,
23068,
23072,
23077,
23091,
23021,
22991,
22999,
23054,
23006,
22982,
23010,
23016,
23087,
23017,
22996,
23057,
23065,
22979,
22855,
23073,
23078,
23085,
23034,
22992,
22879,
23043,
23044,
23052,
23004,
23007,
23061,
23063,
22980,
22981,
23071,
23083,
23089,
23026,
23029,
23037,
23041,
23047,
23060,
22858,
23069,
23074,
23088,
23033,
23036,
22995,
22998,
23055,
23079,
23092,
23035,
23039,
4300,
4256,
4261,
4269,
4262,
4296,Legendary
4316,
4271,
4410,
4344,
4336,
4401,
4307,
4413,
4349,
4395,
4341,
4286,Legendary
4383,
4357,Legendary
4345,
4278,
4358,
4303,
4320,Legendary
4292,
4281,
4343,
4412,
4330,
4332,
4257,
4297,
4385,
4285,
4356,
4265,
4359,
4342,
4241,
4381,
4245,
4252,
4313,
4314,Legendary
4355,
4373,
4346,
4374,
4391,
4258,
4240,
4277,
4254,
4350,
4267,
4272,
4273,
4334,
4337,
4354,
4351,
4321,
4328,
4369,
4392,
4417,
4325,
4247,
4259,
4275,
4308,Legendary
4309,
4324,
4255,
4287,
4370,
4377,
4400,
4411,
4295,
4302,
4249,
4268,
4340,
4347,
4382,
4416,
4250,
4305,
4323,
4338,
4362,
4396,
4376,
4246,
4279,
4317,
4266,
4299,
4304,
4335,
4398,
4406,
4290,
4326,
4380,
4384,
4399,
4270,
4361,
4405,
4414,
4318,
4322,
4352,
4353,
4243,
4311,
4393,
4242,
4280,
4333,
4363,
4372,
4388,
4397,
4418,
4419,
4264,
4283,
4312,
4331,
4366,
4375,
4389,
4394,
4403,
4407,
4409,
4251,
4260,
4315,
4348,
4253,
4288,
4289,
4291,
4294,
4301,
4319,
4364,
4365,
4368,
4371,
4387,
4244,
4248,
4274,
4284,
4293,
4306,
4339,
4379,
4386,
4404,
4415,
4263,
4310,
4327,
4360,
4367,
4402,
4408,
4282,
4378,
4390,
4276,
4298,
4329,
23458,
23468,
23487,
23414,
23422,
23459,Snow
23433,
23418,
23471,
23476,
23490,
23419,
23489,
23493,
23413,
23448,
23492,
23432,
23437,
23477,
23447,
23491,
23474,
23415,
23464,
23467,
23456,
23465,
23462,
23409,
23450,
23460,
23466,
23408,
23495,
23410,
23436,
23454,
23470,
23440,
23463,
23434,
23417,
23457,
23473,
23411,
23423,
23461,
23481,
23435,
23438,
23455,
23469,
23478,
23439,
23453,
23479,
23446,
23451,
23488,
23416,
23424,
23426,
23420,
23452,
23421,
23425,
23412,
23480,
23472,
23475,
23449,Legendary
23494,Legendary
24644,
24635,
24569,Legendary
24683,
24650,Legendary
24610,Legendary
24613,Legendary
24637,
24654,
24593,Legendary
24636,Legendary
24647,
24557,
24655,Legendary
24612,
24590,
24660,
24661,
24666,
24643,
24638,
24657,
24619,
24558,
24618,
24756,
24591,
24653,Legendary
24662,
24689,
24663,
24668,
24665,
24568,Legendary
24700,
24773,
24671,
24768,
24652,
24664,
24718,
24742,
24594,
24639,
24615,
24595,
24695,
24588,
24677,
24684,
24754,
24670,
24711,
24592,
24574,
24724,
24659,
24620,
24651,
24746,
24648,
24697,
24682,
24681,
24641,
24728,
24589,
24642,
24738,
24772,
24767,
24555,
24747,
24693,
24720,
24736,
24656,
24645,
24596,
24573,
24694,
24680,
24556,
24669,
24713,
24676,
24717,
24640,
24744,
24646,
24758,
24686,
24687,
24764,
24702,
24708,
24743,
24745,
24757,
24704,
24611,
24712,
24672,
24674,
24716,
24725,
24614,
24729,
24731,
24751,
24616,
24770,
24690,
24703,
24706,
24707,
24710,
24714,
24723,
24678,
24571,
24698,
24705,
24719,
24722,
24732,
24733,
24735,
24740,
24755,
24762,
24692,
24701,
24673,
24727,
24734,
24570,
24685,
24748,
24752,
24572,
24617,
24763,
24766,
24769,
24688,
24667,
24730,
24737,
24658,
24749,
24760,
24691,
24675,
24721,
24753,
24761,
24696,
24709,
24726,
24741,
24750,
24699,
24715,
24759,
24819,
24825,
24912,
24783,Legendary
24998,
24896,
24982,Legendary
24981,
25046,
24833,
25028,
25097,
24875,Legendary
25013,
24926,
24822,
24931,Legendary
24956,
25003,Legendary
24987,
24953,Legendary
24832,Legendary
25101,
25075,
24939,
24834,
25022,
24817,
24901,Legendary
24966,
25006,
25099,
25030,
25060,
24905,
24812,Legendary
24927,
24877,Legendary
24816,
24958,
25025,
25033,
25048,
24992,
24995,
24836,Legendary
24824,
25043,
24965,
24878,
24937,
24784,
24902,
24908,
25098,
25035,
24925,
24938,
24940,
24974,
24828,Legendary
25100,
24815,
24818,
24811,
24835,
24957,
25018,
24906,
25019,
25056,
24782,
24929,
24999,
25052,
24951,
25064,
24827,
25021,
25045,
25094,
25015,
24892,
24936,
25096,
24829,
24830,
24900,
25091,
25002,
24895,
24918,
24955,
24960,
24823,
24993,
24826,
24932,
24840,
24897,
24917,
24923,
24814,
24959,
25000,
25040,
25049,
24891,
24924,
24980,
24876,
25036,
25092,
25093,
24874,
24821,
25102,
24922,
24941,
24945,
24954,
24831,
24994,
25010,
25034,
24915,
24916,
24991,
25009,
25011,
25024,
25032,
25054,
25057,
25058,
24913,
24914,
24920,
24950,
24820,
24838,
24988,
25004,
25027,
25042,
24894,
24898,
24903,
24907,
24946,
24964,
24979,
24985,
24989,
24997,
25050,
25053,
24942,
24952,
25095,
24977,
25016,
25017,
25041,
25055,
25061,
24933,
24944,
24973,
24976,
24996,
25023,
24928,
25063,
24947,
24961,
24962,
24969,
25007,
25014,
25020,
25029,
25047,
25051,
25059,
24910,
24921,
24930,
24934,
24839,
25012,
25044,
24899,
24909,
24911,
24943,
25001,
25026,
25037,
25038,
24837,
25005,
25008,
25039,
24893,
24978,
24984,
24972,
24983,
24986,
24869,
24843,
24848,Legendary
24864,
24858,
24859,Legendary
24871,
24861,
24844,
24854,
24866,
24852,
24850,
24842,
24872,
24873,
24841,
24867,
24860,
24870,
24856,
24863,
24865,
24846,
25310,Legendary
25358,Legendary
25268,
25334,Legendary
24857,
25252,Legendary
25320,Legendary
25283,Legendary
25317,
25259,Legendary
25413,
25377,
25111,
25291,
25287,
25425,
25304,
25298,
25261,
25391,
25308,
25280,Legendary
25266,
25260,Legendary
25270,
25303,Legendary
25208,
25299,
25305,
25226,
25128,
25237,Legendary
25402,
25349,
25311,
25284,Legendary
25316,
25224,
25105,
25459,
25112,
25157,
25175,
25206,
25292,
25273,
25235,
25272,
25338,
25421,
25342,
25301,
25127,
25346,
25125,
25384,
25228,
24849,
25414,
25307,
25132,
25133,
25171,
25271,
25151,
25243,
25244,
25117,
25269,
25146,
25383,
25395,
25186,
25309,
25126,
25134,
25217,
25220,
25161,
25344,
25205,
25347,Legendary
25253,
25124,
25416,
25331,
25170,
25212,
25267,
25214,
25230,
25324,
25137,
25365,
25108,
25394,
25176,
25118,
25408,
25221,
25428,
25138,
25249,Legendary
25352,
25337,
25398,
25120,
25122,
25123,
25445,
25389,
25393,
25121,
25159,
25423,
25104,
25368,
25188,
25392,
25412,
25130,
25189,
25162,
25201,
25332,
25401,
25306,
25154,
25417,
25418,
25193,
25194,
25373,
25207,
25169,
25216,
25187,
25357,
25219,
25136,
25286,
25148,
25288,
25177,
25322,
25185,
25156,
25326,
25158,
25420,
25218,
25147,
25106,
25369,
25370,
25180,
25142,
25155,
25419,
25274,
24853,
25380,
25285,
25103,
25318,
25444,
25166,
25153,
25119,
25258,
25374,
25190,
25135,
25107,
25238,
25404,
25141,
25406,
25289,
25333,
25213,
25229,
25192,
25422,
24855,
25195,
25448,
25149,
25109,
25397,
25203,
25371,
25290,
25410,
25143,
25210,
25211,
25184,
25131,
25191,
25172,
25385,
25315,
25110,
25150,
25399,
25178,
25227,
25168,
25411,
25182,
25129,
25376,
25198,
25223,
25173,
25200,
25319,
25163,
25293,
25145,
27409,Legendary
27384,
27386,
27436,
27368,
27415,
27438,
27389,
27394,
27434,
27465,
27407,
27369,
27417,
27383,
27385,
27419,
27452,
27376,
27392,
27413,
27451,
27366,
27374,
27390,
27391,
27440,
27458,
27464,
27382,
27387,
27373,
27460,
27377,
27381,
27466,
27370,
27401,
27403,
27453,
27454,
27459,
27375,
27379,
27411,
27456,
27469,
27372,
27393,
27421,
27468,
27457,
27365,
27371,
27378,
27380,
27405,
27455,
27467,
27364,
27367,
27423,
25526,Legendary
27395,
27396,
27442,
25527,Legendary
25614,
25599,
25622,
25594,
25621,
25757,
25619,
25748,Legendary
25726,
25654,
25639,Legendary
25638,Legendary
25692,
25611,Legendary
25734,
25769,
25630,Legendary
25727,
25616,Legendary
25680,
25743,
25637,Legendary
25647,
25615,
25822,
25682,
25785,
25613,
25673,
25533,Legendary
25634,
25668,
25677,
25669,
25667,
25740,
25596,Legendary
25678,
25671,
25650,
25802,
25828,
25862,
25869,
25626,
25744,
25627,
25633,
25859,
25720,
25632,
25652,
25595,
25598,
25642,
25676,
25660,
25683,
25861,
25832,
25659,
25752,
25721,
25655,
25597,
25657,
25635,
25629,
25764,
25742,
25601,
25603,
25842,
25865,
25739,
25903,
25672,
25681,
25620,
25656,
25797,
25731,
25674,
25675,
25819,
25746,
25756,
25777,
25729,
25812,
25612,
25645,
25661,
25690,
25784,
25730,
25818,
25821,
25708,
25618,
25736,
25653,
25950,
25781,
25805,
25745,
25644,
25679,
25646,
25709,
25853,
25855,
25860,
25686,
25751,
25689,
25691,
25779,
25783,
25693,
25600,
25602,
25604,
25808,
25843,
25685,
25719,
25593,
25762,
25765,
25780,
25793,
25803,
25699,
25732,
25747,
25841,
25617,
25735,
25850,
25716,
25662,
25775,
25776,
25741,
25787,
25641,
25791,
25798,
25728,
25807,
25817,
25823,
25829,
25834,
25840,
25714,
25856,
25648,
25715,
25871,
25717,
25876,
25758,
25949,
25763,
25772,
25836,
25839,
25858,
25864,
25868,
25870,
25872,
25873,
25875,
25877,
25753,
25754,
25755,
25761,
25771,
25782,
25788,
25722,
25794,
25800,
25608,
25838,
25847,
25852,
25854,
25863,
25866,
25874,
25737,
25774,
25844,
25796,
4558,
4561,
4470,
4465,
4497,
4560,
4566,Legendary
4565,
4541,
4507,Legendary
4556,
4495,
4493,
4527,
4496,
4446,
4424,
4452,
4485,
4421,
4570,
4573,Legendary
4580,
4547,
4476,
4482,
4514,
4562,
4490,
4437,
4544,
4584,
4502,
4481,
4434,
4575,
4478,
4463,Legendary
4515,
4555,
4432,Legendary
4460,
4504,
4486,
4551,
4453,
4511,
4468,
4423,
4487,
4524,
4447,
4466,
4477,
4494,
4532,
4583,
4422,
4467,
4491,
4499,
4503,
4525,
4552,
4568,Legendary
4578,
4444,
4471,
4518,
4548,
4429,
4435,
4450,
4454,
4469,
4534,
4520,
4539,
4582,
4489,
4510,
4535,
4540,
4451,
4516,
4529,
4531,
4543,
4549,
4554,
4459,
4484,
4500,
4528,
4425,
4441,
4483,
4427,
4501,
4506,
4557,
4436,
4449,
4488,
4521,
4536,
4537,
4438,
4472,
4508,
4513,
4545,
4426,
4439,
4440,
4455,
4457,
4473,
4479,
4480,
4522,
4569,
4577,
4458,
4505,
4530,
4538,
4542,
4546,
4574,
4420,
4442,
4526,
4567,
4576,
4430,
4433,
4456,
4461,
4550,
4571,
4572,
4445,
4448,
4563,
4564,
4431,
4464,
4475,
4498,
4519,
4523,
4553,
4581,
4428,
4462,
4492,
4509,
4512,
4517,
4533,
4559,
4579,
4443,
4474,
26134,
26038,
26103,
26458,
26460,
26418,
26053,
26512,
26268,
26010,
26482,
26266,
26133,
26149,
26362,
26308,
26095,
26086,
26025,
26442,
26093,
26281,Legendary
26355,
26019,Legendary
26228,
26472,
26351,
26158,
26084,Legendary
26014,Legendary
26124,
26240,
26126,
26050,
26032,
26272,
26521,
26168,
26218,
26030,
26454,
26539,
26200,
26177,
26157,Legendary
26438,
26411,
26039,
26035,
26022,Legendary
26173,
26193,
26015,Legendary
26242,
26153,
26220,
26135,
26161,
26043,
26194,
26125,
26466,
26017,Legendary
26233,
26118,
26123,
26319,
26048,
26478,
26541,
26139,
26552,
26045,
26543,
26524,
26231,
26480,
26505,
26222,
26558,
26104,
26099,
26042,
26138,
26129,
26197,
26046,Legendary
26102,
26484,
26313,
26088,Snow
26205,
26172,
26226,
26052,
26024,
26258,
26306,
26031,Legendary
26364,
26283,
26174,
26119,
26514,
26554,
26204,
26486,
26195,
26040,
26383,
26041,
26400,
26407,
26244,
26141,
26256,
26150,
26360,
26277,
26036,
26164,
26534,
26091,
26444,
26044,
26082,
26111,
26033,
26171,
26260,
26078,
26330,
26275,
26216,
26120,
26027,
26181,
26013,Legendary
26202,
26028,
26092,
26414,
26492,
26148,
26378,
26112,
26165,
26210,
26026,
26051,
26559,
26140,Legendary
26332,
26085,
26385,
26530,
26221,
26357,
26334,
26449,
26537,
26476,
26317,
26020,
26185,
26372,
26018,
26404,
26184,
26547,
26156,
26109,
26397,
26136,
26550,
26219,
26128,
26097,
26108,
26021,Legendary
26227,
26494,
26077,
26367,
26374,
26110,
26468,
26189,
26160,
26409,
26175,
26285,
26147,
26456,
26176,
26179,
26188,
26121,
26130,
26137,
26162,
26047,Legendary
26116,
26217,
26223,
26094,
26299,
26163,
26436,
26113,
26302,
26304,
26321,
26107,
26167,
26369,
26545,
26089,
26132,
26098,
26251,
26083,
26519,
26090,
26144,
26288,
26422,
26201,
26207,
26236,
26402,
26180,
26322,
26584,
26347,
26631,
26515,
26606,
26581,
26578,
26633,
26300,
26246,
26310,
26259,
26368,
26562,Legendary
26557,
26307,
26441,Legendary
26473,
26630,
26429,
26349,
26359,
26513,
26276,
26425,
26309,
26433,
26625,
26555,
26593,
26401,
26551,
26566,
26243,
26560,
26417,
26634,
26621,
26421,
26612,
26619,
26230,
26493,
26579,
26542,
26427,
26419,
26257,
26481,
26609,
26546,
26567,
26316,
26448,
26588,
26564,
26371,
26320,
26413,
26573,
26252,
26575,
26483,
26622,
26455,
26496,
26849,
26445,
26520,
26293,
26850,
26495,
26511,
26538,
26548,
26605,
26623,
26324,
26471,Legendary
26477,
26485,
26527,
26585,
26237,
26405,
26452,
26611,
26296,
26358,
26491,
26540,
26572,
26250,
26301,
26582,
26602,
26610,
26261,
26337,
26366,
26447,
26523,
26377,
26416,
26453,
26489,
26549,
26604,
26253,
26280,
26394,
26563,
26576,
26577,
26635,
26265,
26291,
28041,
28042,
26569,
26570,
26232,
26370,
26373,
26437,
26522,
26587,
26620,
26626,
26847,
26561,
26363,
26586,
26629,
26632,
26406,
26450,
26345,
26382,
26432,
26565,
26571,
26282,
26354,
26381,
26403,
26518,
26592,
26255,
34656,
26848,
26435,
26467,
26470,
26529,
26580,
26627,
26234,
26263,
26375,
26469,
26544,
26553,
26617,
26399,Legendary
26465,Legendary
26475,Legendary
26479,
26517,
26574,
26591,
26615,
26616,
26618,
27037,Legendary
27073,
27095,
27065,
27072,
27205,
27099,
27035,
27157,
27151,
27082,
27103,
27096,
27132,Legendary
27052,Legendary
27071,
27104,Legendary
27079,
27084,
27228,
27237,
27273,
27243,
27101,
27141,
27150,Legendary
27158,
27094,Legendary
27230,
27161,
27092,
27144,
27053,
27105,
27221,
27214,
27156,Legendary
27173,
27128,Legendary
27097,Legendary
27152,
27165,
27260,
27170,
27066,
27067,
27137,
27177,
27039,Legendary
27134,
27200,
27100,
27213,
27047,
27074,
27256,
27190,
27093,Legendary
27058,
27145,
27140,
27143,
27077,
27210,
27254,
27162,
27164,
27198,
27217,
27222,
27146,
27231,
27038,
27219,
27234,
27239,
27036,
27188,
27203,
27043,
27102,
27176,
27232,
27242,
27153,
27248,
27250,
27166,
27266,
27078,
27041,
27042,
27204,
27211,
27045,
27048,
27068,
27224,
27081,
27227,
27229,
27055,
27070,
27056,
27246,
27159,
27257,
27063,
27138,
27049,
27080,
27223,
27241,
27245,
27059,
27253,
27061,
27189,
27191,
27194,
27201,
27202,
27046,
27218,
27139,
27051,
27225,
27226,
27149,
27235,
27236,
27182,
27155,
27255,
27160,
27195,
27209,
27259,
27199,
27133,
27207,
27216,
27348,
27142,
27054,
27252,
27060,
27258,
27261,
27192,
27196,
27206,
27208,
27044,
27050,
27148,
27233,
27244,
27247,
27268,
27083,
27129,
27130,
27197,
27212,
27136,
27240,
27193,
27215,
27135,
27267,
27238,
27057,
27220,
27249,
27551,
27533,
27522,
27524,
27559,
27544,
27514,
27530,
27532,
27554,
27560,
27575,
27536,
27562,
27545,
27529,
27538,
27570,
27574,
27523,
27526,
27548,
27525,
27572,
27521,
27527,
27546,
27573,
27565,
27541,
27566,
27531,
27539,
27557,
27550,
27552,
27563,
27564,
27567,
27537,
27561,
27547,
27528,
27535,
27555,
27568,
27571,
27569,
27543,
27556,
27540,
27549,
27553,
27502,Legendary
27503,Legendary
27690,Legendary
27680,
27684,Legendary
27611,
27660,Legendary
27649,Legendary
27632,
27670,Legendary
27616,Legendary
27890,
27750,
27683,
27845,
27719,
27751,
27706,
27612,Legendary
27796,
27655,
27671,
27658,
27685,Legendary
27700,Legendary
27759,
27825,
27654,
27741,
27647,
27703,
27846,
27714,
27762,
27691,
27663,
27664,Legendary
27766,
27682,
27661,
27673,
27779,Legendary
27646,
27900,
27627,
27628,
27629,
27626,
27760,
27868,
27669,
27758,
27834,
27688,
27631,
27674,
27668,
27761,
27659,
27853,
27707,
27672,
27921,
27678,
27704,
27745,
27709,
27798,
27773,
27875,
27650,
27795,
27830,
27774,
27723,
27843,
27748,
27614,
27620,
27630,
27625,
27812,
27828,
27829,
27837,
27746,
27797,
27807,
27815,
27652,
27789,
27679,
27801,
27701,
27844,
27918,
27740,
27809,
27747,
27778,
27753,
27693,
27694,
27689,
27898,
27901,
27902,
27642,
27806,
27821,
27645,
27749,
27708,
27893,
27904,
27905,
27692,
27799,
27644,
27813,
27817,
27720,
27662,
27866,
27722,
27896,
27710,
27915,
27675,
27757,
27788,
27928,
27702,
27816,
27743,
27686,
27836,
27855,
27648,
27886,
27906,
27919,
27687,
27826,
27856,
27931,
27933,
27895,
27912,
27724,
27624,
27791,
27681,
27744,
27822,
27831,
27835,
27850,
27877,
27888,
27752,
27897,
27899,
27903,
27618,
27754,
27929,
27802,
27805,
27808,
27814,
27819,
27705,
27861,
27864,
27872,
27884,
27619,
27922,
27787,
27783,
27923,
27790,
27832,
27840,
27860,
27880,
27911,
27913,
27916,
27792,
27794,
27742,
27810,
27824,
27848,
27849,
27854,
27930,
27891,
27920,
27827,
64229,
64230,
64231,
64228,
28198,Legendary
28220,Legendary
28216,Legendary
28136,Legendary
28224,
28138,Legendary
28243,
28249,Legendary
28264,Legendary
28139,
28199,
28230,Legendary
28212,Legendary
28258,
28263,
28347,
28231,
28194,
28209,
28206,
28242,
28214,Legendary
28178,
28200,
28210,
28140,Legendary
28345,
28213,
28379,
28177,
28241,
28366,
28324,
28137,
28196,Legendary
28195,
28362,
28267,
28226,
28217,
28392,
28342,
28244,
28448,
28451,
28369,
28277,
28435,
28386,
28301,
28356,
28400,
28236,
28284,
28253,Legendary
28229,
28208,
28372,Legendary
28232,
28285,
28322,
28427,
28340,
28255,
28223,
28266,
28193,
28310,
28346,
28438,
28207,
28409,
28256,
28453,
28410,
28330,
28403,
28419,
28442,
28358,
28367,
28375,
28434,
28278,
28390,
28415,
28339,
28373,
28437,
28444,
28211,
28357,
28234,
28421,
28424,
28360,
28425,
28307,
28227,Legendary
28338,
28377,
28383,
28385,
28389,
28423,
28431,
28276,
28314,
28336,
28391,
28350,
28429,
28280,
28295,
28298,
28325,
28432,
28294,
28371,
28376,
28218,
28219,
28420,
28413,
28416,
28233,
28447,
28455,
28463,
28293,
28355,
28380,
28387,
28397,
28398,
28408,
28320,
28331,
28374,
28439,
28292,
28313,
28368,
28452,
28273,
28279,
28287,
28297,
28306,
28311,
28321,
28197,
28348,
28359,
28440,
28192,
28318,
28343,
28381,
28405,
28456,
28275,
28282,
28289,
28323,
28394,
28201,
28399,
28235,
28406,
28414,
28422,
28450,
28281,
28309,
28315,
28225,
28228,Legendary
28382,
28393,
28412,
28418,
28202,
28237,
28328,
28238,
28288,
28299,
28300,
28326,
28349,
28396,
28290,
28304,
28333,
28334,
28341,
28430,
28274,
28384,
28684,
28669,
28683,Legendary
28622,
28874,Legendary
28676,Legendary
28647,Legendary
28663,
28584,Legendary
28619,Legendary
28919,
28640,
28670,
28697,
28662,
28665,
28753,
28754,
28774,
28748,Legendary
28701,
28557,
28693,
28798,
28652,
28685,
28704,
36218,
28863,
28741,
28736,Legendary
28691,
28689,
28757,
28746,
28742,
28785,
28677,
28889,
28639,Legendary
28664,
36216,
28646,
28848,
28688,
28721,
28766,
28705,
28698,
28686,
36217,
28860,
28826,
28833,
28791,
28642,
28856,
28750,
28797,
28745,
28678,
28907,
28781,
28702,
28900,
28752,
28645,Legendary
28776,
28897,
28817,
28756,
28853,
28668,
28862,
28706,
28751,
28703,
28649,Legendary
28908,
28910,
28709,
28804,
28909,
28864,
28868,
28911,
28878,
28902,
28843,
28585,
28727,
28846,
28786,
28600,
28722,
28764,
28638,
28828,
28851,
28869,
28635,Legendary
28819,
28771,
28793,
28667,
28857,
28661,
28566,
28823,
28674,
28832,
28720,
28905,
28906,
28707,
28792,
28666,
28777,
28596,
28825,
28831,
28770,
28904,
28778,
28855,
28876,
28882,
28807,
28814,
28749,
28854,
28865,
28880,
28653,
28812,
28836,
28643,Legendary
28690,
28903,
28844,
28795,
28796,
28780,
28881,
28805,
28808,
28811,
28565,
28820,
28827,
28837,
28579,
28580,
28708,
28603,
28660,
28569,
28834,
28850,
28623,
28597,
28879,
28886,
28809,
28636,
28763,
28815,
28673,
28898,
28571,
28581,
28841,
28648,
28755,
28586,
28587,
28794,
28849,
28692,
28593,
28594,
28694,
28555,
28803,
28558,
28813,
28563,
28641,
28829,
28839,
28583,
28840,
28845,
28852,
28592,
28861,
28598,
28601,
28680,
28883,
28695,
28607,
28608,
28810,
28560,
28822,
28568,
28830,
28575,
28675,
28589,
28591,
28858,
28870,
28696,
28887,
28609,
28556,
28564,
28578,
28604,
28884,
28606,
4653,
4622,
4637,
4761,
4867,
4789,
4836,
4732,
4773,
4592,
4633,
4742,
4616,
4716,
4763,
4587,
4691,
4751,
4626,
4607,
4630,
4696,
4718,
4792,Legendary
4680,
4847,
4618,Legendary
4736,
4840,
4708,
4807,
4593,
4766,
4768,
4782,
4595,
4677,
4843,Legendary
4669,
4719,
4828,
4734,
4647,
4648,
4643,
4712,
4758,
4804,
4604,
4812,Legendary
4753,
4772,
4662,
4667,
4848,
4743,
4657,
4700,
4779,
4701,
4714,
4642,
4715,
4780,Legendary
4825,
4596,
4767,
4639,
4747,
4602,
4688,
4862,
4865,
4645,
4690,
4740,
4820,
4646,
4833,Legendary
4822,
4827,
4608,
4759,
4737,
4859,
4809,
4664,
4863,
4672,
4615,
4655,
4703,
4754,
4695,
4835,
4585,Legendary
4611,
4733,
4775,
4869,
4617,Legendary
4651,
4731,
4769,
4674,
4757,
4803,
4821,
4857,
4866,
4619,
4713,
4811,
4817,
4851,
4599,
4623,
4635,
4641,
4656,
4661,
4698,
4774,
4839,
4875,
4746,
4796,
4666,
4799,
4831,
4838,
4873,
4613,
4614,
4679,
4687,
4722,
4771,
4783,
4846,
4586,
4600,
4601,
4682,
4702,
4711,
4802,
4808,
4868,
4727,
4745,
4589,
4597,
4605,
4665,
4735,
4744,
4793,
4794,
4800,
4603,
4673,
4694,
4717,
4830,
4860,
4871,
4620,
4689,
4697,
4797,
4861,
4624,
4631,
4692,
4765,
4776,
4778,
4852,
4854,
4598,
4724,
4728,
4752,
4755,
4756,
4784,
4787,
4841,
4850,
4864,
4872,
4590,
4627,
4684,
4710,
4738,
4741,
4788,
4814,
4824,
4844,
4845,
4870,
4609,
4636,
4705,
4706,
4723,
4748,
4764,
4785,
4791,
4612,
4671,
4678,
4685,
4699,
4720,
4749,
4810,
4813,
4853,
4729,
4760,
4805,
4816,
4834,
4874,
4837,
4621,
29108,
29094,
29119,
29083,
29125,
29120,
29116,
29123,
29128,
29104,
29121,
29135,
29088,
29103,
29111,
29136,
29101,
29097,
29098,
29102,
29089,
29118,
29091,
29095,
29566,
29082,
29099,
29110,
29133,
29126,
29127,
29117,
29106,
29086,
29092,
29130,
29087,
29574,
29559,
29555,
29109,
29112,
29129,
29132,
29134,
29137,
29090,
29096,
29105,
29107,
29113,
29081,
29085,
29100,
29093,
29114,
29115,
29122,
29124,
29131,
29568,
29084,
29564,
29470,Legendary
29481,
29432,
29311,Legendary
29375,
29386,
29262,
29337,Legendary
29377,Legendary
29187,
29418,
29471,
29193,
29290,
29275,Legendary
29252,
29438,
29374,Legendary
29439,
29292,
29403,
29489,
29256,
29230,
29232,
29446,
29427,
29246,
29274,
29307,
29385,
29488,Legendary
29430,
29188,
29464,
29270,
29313,
29382,
29398,
29322,
29222,
29272,
29405,
29461,
29476,
29223,
29395,
29244,
29317,
29351,
29466,
29484,
29240,
29296,
29370,
29372,
29441,
29204,
29235,
29324,
29406,
29276,
29279,
29421,
29226,
29334,
29248,
29318,
29420,
29480,
29277,
29344,
29346,
29360,
29399,
29467,
29225,
29231,
29254,
29319,
29393,
29247,
29373,Legendary
29414,
29443,
29453,
29479,
29241,
29265,
29412,
29415,
29242,
29250,
29297,
29309,
29325,
29348,
29355,
29424,
29425,
29468,
29227,
29211,
29300,
29314,
29366,Legendary
29387,
29151,
29436,
29459,
29473,
29487,
29260,
29266,
29269,
29273,
29299,
29306,
29316,
29354,
29359,
29402,
29409,
29454,
29463,
29472,
29221,
29218,
29228,
29234,
29238,
29239,
29253,
29283,
29315,
29321,
29326,
29255,
29267,
29268,
29291,
29327,
29328,
29345,
29352,
29353,
29369,
29371,
29381,
29214,
29410,
29411,
29419,
29426,
29437,
29444,
29217,
29477,
29485,
29195,
29237,
29258,
29213,
29336,
29368,
29379,
29416,
29417,
29423,
29440,
29447,
29456,
29462,
29474,
29229,
29233,
29236,
29259,
29261,
29278,
29338,
29347,
29383,
29215,
29407,
29413,
