id_karte,subtype 
81025,Wizard
81199,Human
81044,
80860,
80916,Mutant
80916,Beast
81026,Necron
81026,Noble
80914,Mutant
80914,Shaman
81194,
80917,Astartes
80917,Warrior
81017,Necron
81017,Noble
80752,
80907,Aura
80750,
81136,
81206,Astartes
81206,Dreadnought
80755,
80799,
80602,
80795,
81010,Necron
80722,
81211,Astartes
81211,Cleric
81037,Necron
80647,Tyranid
80647,Gargoyle
81045,
80700,
80962,
80862,Demon
80689,Tyranid
80689,Human
80911,Astartes
80911,Warrior
81277,
81213,Human
81213,Artificer
80698,Vehicle
81009,Necron
80740,
81135,
80796,
80653,Tyranid
80748,Aura
80865,Demon
81038,Necron
80686,Tyranid
80686,Human
81016,Necron
81016,Wizard
81027,Necron
80639,Tyranid
80675,
81050,
81042,
80826,
80829,
80839,
80704,
80738,Aura
81024,Necron
80858,
80847,
80565,Astartes
80565,Warrior
80693,Tyranid
80693,Mutant
80603,
80691,Tyranid
80691,Human
80706,
80987,Necron
80588,
80592,
80589,
80797,
80802,Astartes
80802,Warrior
80960,Equipment
80699,Human
80699,Tyranid
80699,Scout
80833,
80591,Demon
80591,Noble
81063,
80958,
80636,Human
80636,Tyranid
80636,Wizard
80994,
80950,
80955,
80944,
80615,
80935,Demon
80935,Knight
80934,Demon
80688,Equipment
80959,
80702,
80608,Tyranid
81066,
81101,Insect
81102,Spider
81097,Insect
81095,Wraith
80703,
80927,Demon
80927,Construct
80926,
80933,Astartes
80933,Warrior
80954,
80830,
80961,
81099,Necron
81099,Wizard
80708,Mountain
80708,Forest
80694,Human
80694,Tyranid
80694,Artificer
80594,
80597,
80596,
80964,
81098,
81103,Equipment
80823,
81000,Necron
81000,Wizard
81096,Construct
80710,
80932,Astartes
80932,Warlock
80957,
81068,
80712,
80601,Tyranid
80956,
81105,
80948,
81055,Desert
80893,
80924,Equipment
81100,
81065,
80798,
80925,Demon
80648,Tyranid
80794,
80715,
80717,
81093,Necron
80825,
80836,
80721,
80724,
80649,Tyranid
80649,Gargoyle
80685,Tyranid
80685,Human
80638,Tyranid
81094,Vehicle
80634,Tyranid
80634,Human
81060,
81061,
80701,Vehicle
80943,Demon
80609,
80725,
80650,Tyranid
81058,
80921,Astartes
80921,Dreadnought
80931,Demon
80727,
81090,Necron
80652,Tyranid
80632,Tyranid
80729,
80731,
80986,Necron
80580,Necron
81283,Human
81283,Inquisitor
80568,Human
80568,Inquisitor
80734,
80808,Demon
80930,Astartes
80930,Berserker
80806,
80929,Knight
80804,
80655,Tyranid
81070,
81092,Necron
80946,Demon
80918,Astartes
80918,Warrior
80984,Necron
80810,Demon
80810,Primarch
80575,Human
80575,Tyranid
80575,Wizard
80656,Tyranid
80945,
80576,Astartes
80576,Warrior
81057,Equipment
80658,Tyranid
81109,
80828,
80942,Demon
80942,Primarch
80919,Mutant
80919,Beast
81062,
81054,
81067,
81089,Necron
81091,Vehicle
81088,Necron
81088,Noble
80739,Aura
80644,Human
80644,Tyranid
80644,Advisor
81087,Vehicle
80573,Astartes
80573,Warrior
80941,
80940,Aura
80607,Tyranid
80741,
80991,
80749,Aura
80953,
80751,
80949,Demon
80949,Horror
81086,Necron
81086,Wizard
81053,
80939,Zombie
81084,Necron
81084,Wizard
80661,Tyranid
80753,
80662,Tyranid
81110,
81083,Equipment
80952,
81081,Necron
80756,
81085,Necron
81080,
80664,Tyranid
81059,
80928,Demon
80696,
81082,"""Ctan"""
81079,"""Ctan"""
81078,Necron
81077,Necron
81077,Noble
80818,Demon
80572,
80578,
80583,
80585,
80666,Tyranid
80757,
80848,Island
80848,Swamp
80844,
81223,Necron
80564,Necron
80849,
80837,
80965,
80894,
80937,Astartes
80937,Warrior
81076,Necron
81076,Wizard
80745,
80747,
80746,
80668,Tyranid
80800,
80671,Tyranid
80613,Saga
80812,Saga
80923,
80672,Tyranid
80814,
81285,Tyranid
80570,Tyranid
81075,Saga
81073,
81111,
80759,
81064,
81072,Necron
81074,
80630,Tyranid
80993,Necron
81069,Necron
81071,Necron
80674,Tyranid
80680,Tyranid
80641,Tyranid
80676,
80679,Tyranid
80922,Mutant
80922,Shaman
80761,
81056,
80967,Astartes
80967,Warrior
81052,
80936,Demon
80682,Tyranid
80951,
80896,
80642,Tyranid
80684,Tyranid
78751,Equipment
78716,Equipment
78724,Equipment
78754,
78705,
78682,
78728,Goblin
78728,Artificer
78743,
78746,
78756,
78733,
78726,
78737,
78750,God
78686,
78721,
78735,
78713,
78702,
78748,
78752,
78688,
78692,Vampire
78692,Knight
78696,
78694,
78687,
78720,
78698,Daretti
78723,
78725,
78727,Aura
78703,Sliver
80101,
78708,Goblin
78708,Artificer
78710,Goblin
78710,Warrior
78689,
78729,
78755,
78758,Minotaur
78758,Warrior
78759,Equipment
78730,
78761,
78732,
78731,Goblin
78731,Assassin
78776,
78763,
78764,Dragon
78764,Wizard
78766,
78734,
78736,
78765,Ral
78740,
78738,
78769,
78739,
78741,
78771,Illusion
78744,
78745,
78767,Equipment
78773,Human
78773,Rogue
78772,
78770,
78749,
78775,Human
78775,Wizard
78774,
78768,Equipment
78757,Efreet
82378,Aura
52521,Human
52521,Cleric
20646,Human
20646,Druid
20647,
33675,Angel
31203,Human
31203,Monk
20648,
20650,Elemental
54136,
20651,Faerie
20652,
20653,
20654,
36212,
50510,
30411,
20655,
38232,
20656,
21354,
20657,
27953,
20658,Human
20658,Wizard
20659,
20660,
32151,
20661,
52523,
20662,Elf
36213,Treefolk
36213,Shaman
20663,
27955,Human
27955,Wizard
67399,Vampire
67399,Knight
24803,Praetor
52525,
23122,
20664,Angel
54135,
67397,Phyrexian
67397,Elf
67397,Warrior
27956,Human
27956,Artificer
20665,
20666,
47986,
24796,
25535,Forest
35005,Kithkin
35005,Advisor
20668,
52522,
20669,
22141,Incarnation
20671,Goblin
20671,Warrior
20672,Goblin
20672,Artificer
64196,Human
64196,Advisor
73337,
24797,
20673,Human
20673,Wizard
78519,
20674,
24798,Human
24798,Artificer
20675,Human
20675,Druid
33676,
20676,Human
20676,Advisor
32555,
54138,
20677,
25536,Island
49327,
67398,Horror
67398,Minion
23123,Centaur
23123,Spirit
20678,
64195,
20679,Angel
20679,Spirit
20680,
20681,
20682,
20683,
42364,Merfolk
20684,
31205,
20685,
20686,Human
20686,Wizard
20687,
38231,
20688,
48512,
20689,
67396,Goblin
67396,Wizard
50512,Human
50512,Monk
66736,Shapeshifter
20690,Shapeshifter
25537,Mountain
48513,
32556,
20691,
24799,Zombie
24799,Wizard
59576,Elder
59576,Dragon
40128,Vedalken
40128,Wizard
73369,
20692,Human
20692,Druid
20693,
24800,Giant
24800,Soldier
73336,
20694,
21355,
74029,
37368,
20695,
20696,Dreadnought
20697,Horror
25538,Plains
20698,
36215,
82379,God
27961,
20699,Beast
50513,
20700,
47985,
24801,Human
24801,Wizard
30412,
37369,Cyborg
37369,Advisor
30841,Human
30841,Rogue
21356,
20701,
49328,Sliver
78517,
20702,
20703,
52524,Human
52524,Wizard
37367,Phyrexian
37367,Horror
54137,
20704,
74030,
20705,
20706,
25539,Swamp
24802,Equipment
20707,Equipment
20708,Equipment
20709,
52526,
42363,
30842,
20710,
59575,Frog
59575,Horror
20711,
20712,Spirit
78518,
20713,
40127,
20714,Faerie
20714,Wizard
22139,
22140,
20716,
27964,
20717,
20718,
20719,
20720,Human
20720,Soldier
20721,
50511,Human
50511,Ninja
66737,Elder
66737,Dinosaur
32153,Human
32153,Wizard
25443,
25442,
20769,Spirit
20758,Hound
35170,
28928,Human
28928,Monk
21823,Demon
47843,
25911,
62546,Lesson
80311,Human
80311,Wizard
64295,Assembly-Worker
50360,Human
50360,Knight
62567,Elf
62567,Druid
66301,Zombie
66301,Wizard
80371,
68504,Human
68504,Knight
38140,Human
38140,Wizard
36131,Human
36131,Pirate
37373,
35115,Cat
66334,Dragon
80310,Human
80310,Wizard
32080,
33020,Dwarf
33020,Scout
33021,
32081,Leviathan
32082,Bird
33022,Whale
33023,Lizard
32083,
64296,Ooze
56694,
49279,
33024,
33025,Ajani
40039,
40033,Ajani
80350,Ajani
49281,Ajani
48391,Ajani
56732,Kor
56732,Warrior
29580,Phoenix
29581,Dragon
77027,Human
77027,Shaman
70404,
27278,Human
27278,Warrior
28929,Sphinx
29582,
74512,Avatar
20723,Elf
20723,Warrior
52913,
29583,
40084,
59619,
59620,
76992,Adventure
30845,Shapeshifter
30846,
35116,Zombie
35116,Crocodile
35116,Demon
47858,Elemental
40110,
27954,Spirit
27954,Soldier
25912,Human
25912,Soldier
76989,Elder
76989,Dragon
77015,Elder
77015,Dragon
77002,Elder
77002,Dragon
76966,Elder
76966,Dragon
56715,Elemental
76978,Elder
76978,Dragon
35117,Angel
30847,Angel
56672,Angel
56672,Cleric
32084,Angel
34083,Angel
74469,Nightmare
74469,Angel
68556,
29584,Angel
29584,Ally
36132,Human
36132,Pirate
48425,Angrath
37374,Angrath
30848,
55099,
32085,
70431,Vampire
25913,Goblin
25913,Berserker
80301,Human
80301,Cleric
34084,
21824,Human
21824,Warrior
72907,Dragon
72907,Spirit
40085,
52885,Harpy
35118,Demon
34085,
27957,Human
27957,Warrior
27958,Dragon
52905,Spider
23095,Sphinx
40109,Elder
40109,Dragon
36133,
74486,
27279,
37376,
30849,Angel
80300,Angel
27280,Demon
34086,Demon
32086,Elf
32086,Artificer
32086,Druid
76968,Halfling
76968,Cleric
62551,Human
62551,Wizard
64298,Archon
56675,Archon
52870,Archon
21537,Archon
56673,Human
56673,Cleric
36134,
64299,
30850,Arlinn
68555,Arlinn
48453,Arlinn
59639,Human
59639,Berserker
38141,Vampire
38141,Knight
38144,Human
38144,Knight
34087,
76967,
70420,Wolf
59621,Spirit
56720,Elemental
36135,
52880,
48428,Ashiok
52914,Ashiok
66302,Devil
66302,God
64297,Human
64297,Wizard
42302,
31433,Wolf
42324,
76991,
77061,Vampire
77061,Elf
77061,Rogue
80351,Human
80351,Warrior
48813,
30851,Vampire
30851,Wizard
27959,
27281,Dragon
49272,Sphinx
52917,Human
52917,Advisor
72909,Dragon
72909,Spirit
62572,
68545,Human
68545,Druid
42316,Angel
32087,
70422,Human
70422,Werewolf
30852,
25914,Elephant
25914,Warrior
20724,Avatar
20725,Avatar
27960,Avatar
74488,Bird
74488,Assassin
34088,Bird
34088,Wizard
47857,
37378,Golem
48457,
36136,
50384,Elf
50384,Noble
30357,Kor
30357,Cleric
37375,
37377,Sphinx
55078,Human
55078,Monk
77028,Human
77028,Warlock
49274,
38151,Human
38151,Soldier
77064,Gate
62555,
77003,Demon
77029,God
40087,
55060,Angel
33026,
33027,Human
33027,Wizard
66335,Class
59685,
29585,Eldrazi
55079,Human
55079,Wizard
20727,Vampire
20727,Warrior
25915,Human
25915,Warrior
68535,Vampire
70396,Vampire
32088,
62585,
74496,Ogre
74496,Rogue
62584,
48416,
27965,Dragon
32089,Construct
54071,
40076,Dragon
40076,Skeleton
50380,Giant
36139,
34089,God
35119,
74498,
72908,
32090,
77054,
42331,
34090,
80318,Nightmare
30854,
77017,Dryad
56745,
55119,Goblin
37382,
50368,Faerie
50368,Rogue
64302,Human
64302,Artificer
68546,Human
68546,Scout
56752,
72911,
29588,
32091,Hydra
74510,
54036,Nightmare
54036,Beast
54036,Elemental
52916,Cat
29589,Eldrazi
29589,Drone
49282,
31436,
68503,Human
68503,Soldier
68503,Werewolf
29590,
27282,Orc
27282,Warrior
68536,
30855,
36140,Dinosaur
36140,Avatar
78352,
82445,Spirit
82445,Cleric
82446,Human
82446,Soldier
78649,Arcane
22238,
20785,Avatar
20786,
52867,
33455,Eldrazi
20787,Dragon
20787,Spirit
64294,Elemental
64294,Incarnation
28174,Liliana
20789,
37991,Human
37991,Druid
30512,Human
30512,Wizard
20790,Dragon
20826,
78847,
20832,Phyrexian
20832,Horror
48811,
48810,
48804,
20821,Jace
48808,
48802,
22263,
48801,
24600,
24608,
22089,Hydra
22091,Vampire
23391,
21672,
20829,Dragon
21670,
22537,
23392,
20840,Wurm
24602,
24122,
20835,
21671,
24603,
24601,
24609,Human
24609,Wizard
22090,Avatar
22202,
20843,
21668,Aura
24606,Ogre
20815,
34696,Human
34696,Artificer
25493,Ajani
21316,Ajani
24121,Angel
25999,Angel
49329,Elf
49329,Druid
48809,
48812,
48807,
48806,
48805,
20806,Vampire
21669,Sliver
20808,Giant
20808,Warrior
36110,Hydra
20809,Dragon
23124,
29544,Human
29544,Shaman
31495,Chandra
21317,Chandra
25494,Chandra
35173,Chandra
40153,Chandra
48795,
48796,
48798,
48799,
48797,
48803,
42365,Sphinx
83566,Giant
83566,Wizard
40120,Zombie
40120,Wizard
37486,Merfolk
37486,Shaman
70498,Boar
40468,Elder
40468,Dinosaur
22085,Giant
58829,Hydra
20816,Garruk
25495,Garruk
34189,Garruk
28515,Plant
28515,Hydra
35174,Gideon
40152,Gideon
31496,
36127,
22086,Giant
36128,
22436,Giant
22436,Warrior
22087,Giant
40154,Jace
34190,Jace
25496,Jace
31497,Jace
35175,Jace
29545,Human
29545,Wizard
20822,Human
20822,Spellshaper
28034,Human
28034,Barbarian
22197,Human
22197,Knight
69013,Ape
20823,Kor
20823,Soldier
29546,Human
29546,Soldier
48014,Dragon
20824,Hound
34191,Liliana
20825,Liliana
25497,Liliana
35176,Liliana
29547,Human
29547,Cleric
31498,Liliana
40155,Liliana
24605,Merfolk
24605,Wizard
60334,Zombie
60334,Minotaur
60334,Warrior
36129,
35177,Bolas
49330,Wolf
20831,Nissa
35178,Nissa
29548,Elf
29548,Scout
40156,Nissa
31499,Nissa
25498,Nissa
68914,
22088,Ogre
22088,Warrior
62842,Dragon
20834,Griffin
21322,Ooze
68915,Insect
20838,Drake
25625,Avatar
25501,Avatar
47599,Human
47599,Rogue
20841,Human
20841,Druid
20841,Knight
60335,Snake
21807,Angel
36130,Equipment
22092,Elephant
33732,Human
33732,Knight
83533,Angel
83533,Cleric
68916,Vampire
68916,Cleric
20844,Minotaur
20844,Monger
83765,
25484,Elf
25484,Shaman
73402,
79012,
35236,
35289,Elf
35289,Warrior
70762,Elf
70762,Druid
75580,
78486,
35237,Cat
75582,Avatar
30515,
78484,
73568,Dragon
73568,Spirit
23146,
25483,Vedalken
25483,Artificer
70764,
23147,Horror
32148,Elf
32148,Artificer
78485,Human
78485,Wizard
40032,Demon
24633,
23152,Treefolk
23154,Human
23154,Soldier
35288,Angel
41994,Elf
41994,Cleric
73567,
23156,Angel
38786,Elder
38786,Dinosaur
79014,Bird
23157,Goblin
25565,
31324,Human
31324,Knight
30122,Merfolk
30122,Wizard
23161,Vampire
23161,Shaman
23162,
28659,
47987,Human
47987,Soldier
23170,
23171,Weird
23171,Wizard
23174,Ooze
23177,Fungus
23178,Myr
23180,Elf
23180,Shaman
23182,Horror
79013,Elemental
23183,Human
23183,Wizard
29551,
23187,Angel
82447,Dragon
82447,Hydra
75581,Kor
75581,Spirit
38787,Elf
38787,Knight
27513,
23190,
27641,Dragon
26001,
83764,Rhino
83764,Warrior
70763,Wurm
32542,
23194,
24056,
24026,
24065,
24084,
24077,
24071,
24057,
24058,
24049,
24062,
24078,
24085,
24069,
24043,
24089,Human
24089,Wizard
24048,
24038,
24070,
24059,
24025,
24067,
24029,
24050,
24039,
24045,
24063,
24030,
24088,
24095,
24028,
24033,
24061,Shapeshifter
24072,
24031,
24087,
24027,
24090,
24052,
24024,
24086,
24074,
24073,
24053,
24044,
24034,
24035,
24036,
24051,Specter
24055,
24066,
24068,Atog
24091,
24092,
25069,Elf
25069,Warrior
25073,Elf
25073,Warrior
25079,Urza’s
25068,Human
25068,Knight
25071,
25077,Zombie
25077,Shaman
25070,Treefolk
25070,Shaman
25072,Elemental
25074,
25076,Dragon
25076,Wizard
25078,Angel
25080,
27443,Ugin
27402,
27420,Human
27420,Wizard
27431,
27427,
27418,Equipment
27433,Human
27433,Assassin
27446,
27439,Zombie
27439,Warrior
27424,Goblin
27424,Rogue
27426,Human
27426,Monk
27408,
27406,
27448,
27441,Construct
27435,
27412,
27416,
27422,Golem
27429,Human
27429,Monk
27445,Bird
27445,Soldier
27404,Beast
27410,Aura
27414,
27400,Hound
27400,Scout
27437,
30340,
68985,Chandra
30311,
68988,
68981,Cat
68981,Nightmare
68980,Spirit
68986,Aura
68982,
68983,
68984,
68989,
68987,
30289,Sphinx
69739,Angrath
30290,Goblin
30290,Berserker
30291,Dragon
52723,Spider
30292,Demon
61951,Human
61951,Wizard
31207,Wolf
30293,Dragon
30294,Elephant
30294,Warrior
20649,Human
20649,Barbarian
30295,Eldrazi
30297,Dragon
48976,
56642,Leviathan
56642,Crab
30298,Centaur
53072,
30299,Eldrazi
30300,Vampire
30301,Human
30301,Warrior
30302,Eldrazi
30517,Spirit
30517,Knight
30303,Dragon
30304,Eldrazi
52475,Dungeon
52475,Master
30305,Elf
30305,Warrior
30306,
31757,Cat
31757,Beast
30518,Angel
30307,Human
30307,Warrior
39946,
30308,
30309,Elf
30309,Knight
30310,
30312,Dragon
79177,
30313,Human
30313,Knight
30313,Ally
30314,
30315,Human
30315,Soldier
30316,Human
30316,Druid
30317,Hydra
73270,
30318,Elephant
77230,Cat
77230,Warrior
30320,Demon
30519,Vampire
30519,Knight
54148,
66703,Minotaur
66703,Warrior
30323,Kor
30323,Knight
30323,Ally
75416,Vehicle
30324,Dragon
30325,Demon
30520,Drake
31208,Spirit
52478,Dragon
31209,Zombie
30326,Hydra
31758,Giant
66704,Ox
54218,Dog
30327,Human
30327,Artificer
50307,Human
50307,Warlock
30328,Dragon
30330,Sphinx
30331,Human
30331,Wizard
30332,Cat
30332,Demon
30333,Gorgon
59018,
54147,
30334,Djinn
30334,Wizard
30335,Djinn
30335,Monk
31210,Human
31210,Cleric
30336,
30337,Human
30337,Warrior
30338,Angel
59740,Minotaur
59740,Warrior
30339,Rhino
69178,
30521,Wurm
30345,
30346,
69740,Minotaur
69740,Warrior
30348,
75184,Cat
30349,Human
30349,Shaman
65482,
66769,Human
66769,Wizard
30350,Dragon
31211,Treefolk
30351,
75778,
30353,
30354,Human
30354,Wizard
78913,Human
78913,Ninja
63238,Efreet
34257,
34554,Angel
34412,
34633,Shapeshifter
34280,
53224,
34465,
34413,
34527,
34577,
34630,
34426,
34581,Swamp
34239,Angel
34521,
34474,Mountain
34419,Island
34430,Djinn
53231,
34251,Vampire
34561,Dragon
34617,Elemental
34213,
34243,
34572,
34517,Plains
59872,
53941,Wurm
34479,
34253,
34602,
34498,
34621,
34952,
34344,
34471,
34201,
34421,Dominaria
34435,
34580,
34272,
34614,
34481,
34237,Avatar
34194,
34590,Zendikar
34563,Angel
59840,Zombie
59840,Elf
34365,Forest
34301,
34334,
34376,Angel
34443,
34589,Zendikar
34398,Pyrulea
71587,Angel
34221,
34457,
34417,
34480,
59893,Elemental
34604,Phyrexia
34467,Karsus
34371,
34574,
34522,Bolas-s
34522,Meditation
34522,Realm
34389,Demon
34511,Dominaria
34420,Dominaria
34462,Kamigawa
34423,Ravnica
34513,Mirrodin
34628,Ravnica
34643,
34596,Iquatana
34341,
34383,Lorwyn
34444,Dominaria
34523,Bolas-s
34523,Meditation
34523,Realm
34199,Dominaria
34424,Ravnica
34321,
34482,
34570,
34455,
34215,
34205,Ravnica
34356,Moag
34601,Equilor
34332,Shandalar
34535,Shadowmoor
34592,Kinshala
34552,
34515,
34475,Zendikar
34579,Rath
34547,Serra-s
34547,Realm
34453,Dominaria
34610,Alara
34402,
34518,
34546,Serra-s
34546,Realm
34536,
34249,Alara
34352,Muraganda
34632,Lorwyn
34611,Alara
34550,Rabiah
34386,
34404,
34564,Kaldheim
34450,Arkhos
34553,
34406,
34595,Iquatana
34629,Ravnica
34489,Alara
34408,Valla
34463,Kamigawa
34391,Alara
34627,Ir
34636,
34409,
34626,Ir
34603,Phyrexia
34293,Mercadia
34613,
34598,Ulgrotha
34286,
34445,Dominaria
34291,Mercadia
34606,Lorwyn
34504,
34277,Luvion
34247,Alara
34534,Shadowmoor
34378,
34379,Mirrodin
34454,Dominaria
34512,Dominaria
34567,Kamigawa
34597,Ulgrotha
34393,
34593,Kinshala
34354,Muraganda
34384,Lorwyn
34390,Alara
34440,
34503,
34397,Pyrulea
34392,
34576,
34340,
34380,Mirrodin
34484,Wildfire
34329,Shandalar
34476,Zendikar
34526,
34478,
34510,
34537,
34607,Segovia
34578,Rath
34507,
34600,Equilor
34203,Ravnica
34358,Moag
34605,Lorwyn
34608,Segovia
34483,Wildfire
34542,
34428,
34620,
34519,
34449,Arkhos
34631,Lorwyn
34514,Mirrodin
34284,
34350,
34407,Valla
34197,Dominaria
34549,Rabiah
34448,
34497,
34209,Zendikar
34525,
34532,
34584,
34373,
34415,
34494,
34506,
34509,
34470,
34616,
34599,
34231,Kolbahan
34571,
34224,Kephalai
34368,
34638,
34625,
34715,
34720,
34714,
34717,
34712,
34543,
34721,
34716,
34568,Kamigawa
34711,
34538,
34704,
34722,
34703,
34951,
34418,
34719,
34707,
34640,
34709,
34705,
34710,
34708,
34466,Karsus
34706,
34278,Luvion
34718,
59839,Giant
34403,
34195,
34211,
59843,
40441,Aminatou
34219,Elemental
49939,Vampire
35552,Cat
35552,Avatar
34233,Jaguar
34235,Angel
34235,Horror
59844,Avatar
55124,
50477,Human
50477,Noble
53232,
52960,
80464,Elf
80464,Druid
33772,Demon
36697,
20805,Bird
36222,Dinosaur
36222,Avatar
37989,Equipment
20810,
20811,
68749,Zombie
20812,Phoenix
36698,Vehicle
20813,
20814,
36699,Equipment
62743,Human
62743,Druid
24810,Spirit
77395,Horror
30514,Vampire
30514,Wizard
22965,
37988,Minotaur
37988,Cleric
73831,Elf
73831,Druid
30103,Goblin
25491,Goblin
25491,Warrior
20818,Zombie
36700,
20819,Vampire
20819,Assassin
20820,
40477,Wurm
75382,Human
75382,Warrior
36701,
58794,
20827,
20828,Human
20828,Knight
39074,
20830,Specter
27639,
56756,Kor
56756,Cleric
56954,Kor
56954,Cleric
36702,
21513,
25888,Human
25888,Shaman
59245,Shapeshifter
28657,Human
28657,Soldier
20833,
49256,Angel
29549,
64559,Human
64559,Cleric
73204,Human
73204,Ninja
32539,Construct
36703,
27169,
20839,Human
20839,Knight
31881,Dragon
21514,
20842,
24607,Plant
48050,Tezzeret
31322,Human
31322,Soldier
36704,
47433,Vampire
36705,
36706,
70630,
66444,Equipment
35172,Zombie
35172,Jackal
35172,Cleric
39264,Elf
39292,
39290,Elemental
39290,Incarnation
39298,
39248,
39224,
39269,Elf
39244,Goblin
39244,Warrior
39234,Lhurgoyf
39240,
39267,Elf
39261,Elf
39242,
39272,Elf
39272,Druid
39256,
39274,Elf
39274,Warrior
39270,
39275,Elf
39275,Archer
39236,Zombie
39265,Elf
39265,Shaman
39276,Elf
39276,Warrior
39297,Equipment
39283,
39212,Aura
39231,
39278,Elemental
39282,Snake
39260,Aura
39213,
39289,Troll
39289,Shaman
39225,Elemental
39281,
39209,
39287,Elf
39287,Warrior
39221,
39296,
39216,
39208,Serpent
39247,
39233,Elf
39233,Rogue
39220,
39219,
39262,Wurm
39252,
39230,
39226,Illusion
39226,Warrior
39245,Elemental
39245,Shaman
39293,
39277,
39280,
39237,Vampire
39238,
39239,Aura
39295,
39254,Human
39254,Wizard
39299,Wall
39243,
39214,
39222,Specter
39206,Elemental
39217,
39223,Skeleton
39210,
39279,
39235,Rat
39241,
39300,
39229,Elf
39286,Wurm
39250,Goblin
39250,Warrior
39284,Giant
39284,Warrior
39258,Dragon
39263,Elf
39232,
39257,
39288,Elephant
39266,Elf
39266,Shaman
39285,Bear
39291,Wall
39259,Elf
39259,Warrior
39259,Druid
39273,Spider
39215,Bird
39251,Giant
39255,Elemental
39211,Drake
39246,Elemental
39268,Elf
39268,Warrior
39249,Goblin
39249,Warrior
39271,
28185,Vampire
39218,Faerie
39227,Imp
39228,
28186,Elf
28186,Shaman
39253,Human
39253,Barbarian
39207,Djinn
39294,Elemental
42106,Human
42106,Soldier
40126,Goblin
40126,Shaman
48636,
48051,
39328,Elf
39328,Druid
47793,Human
47793,Rogue
39327,Merfolk
39327,Wizard
48635,
39326,
40864,
41325,
41199,
41323,
40578,
41070,
40810,
41037,
40679,
41168,Human
41168,Cleric
40932,
40993,Construct
41326,
41045,
40988,
40899,
41328,
41773,
41824,
41121,
41113,
41641,
41063,
41712,
41307,
41179,
41739,
41703,
40615,Angel
40798,
40572,Angel
41318,
41117,
40757,
40831,
40969,
41865,
40605,
41410,
41510,Human
41510,Wizard
41062,
40603,
41818,
41394,
40658,Aura
40559,
41476,Bird
41831,
41030,
41172,
40651,
40710,
40751,Island
40659,
41482,
41123,Golem
41671,
41191,
41748,Goblin
40817,
41483,
41281,
41162,
40590,
40697,
41231,
40752,Island
40825,Island
41005,Bird
40622,
41206,
40750,Island
40828,Island
41838,
40922,
40692,
41650,
40736,
48502,
40607,Mountain
40608,Mountain
40769,
40965,
41737,
40888,
41169,
41035,
41302,
40902,
41443,
40926,
41720,
40641,
41009,
40827,Island
41598,Bird
40708,
41096,
41071,
41194,
41141,
41049,
40593,
40686,
40809,
40907,
40905,
40962,Beast
41187,Aura
41220,Elf
41220,Druid
40581,
41175,
41311,Horror
40854,
41649,
41521,
41312,Horror
40730,
41022,
41828,
40588,Bird
40604,Mountain
41031,
41064,
41441,Bird
48016,Elf
48016,Druid
41590,
40800,
41257,
40898,Efreet
41314,
41844,
41167,Bird
41042,
41189,Elf
41189,Druid
41401,
41436,
41470,
41051,
41352,
40917,
40546,
41842,
40646,
41840,
41196,
40884,
41440,
41408,
41700,Incarnation
41432,
41735,Gorgon
40538,
41525,
40815,
41271,
40904,
40626,
41002,
41202,Bird
40601,
40666,
41708,
41631,
41707,
40876,
41395,
40989,Masticore
40778,
40972,
41212,Masticore
41074,
41624,
41193,Avatar
41557,
41871,
40551,
41425,
40819,
41417,
41222,
40675,
40849,
40773,
41250,
40886,
41379,
40661,
41861,
41043,
40711,
41182,
41362,
48107,
40580,
40846,
41233,
41798,Human
41798,Shaman
41010,
40840,
40929,
40552,
41069,
41439,
40670,
41558,
40836,
41134,
41072,
41839,
41015,
40871,
41635,
40961,
41722,
41767,
41702,
41570,Incarnation
40799,
40620,
40855,
40557,
40946,Snake
41514,
49942,
52862,
47446,
70795,
78946,
52317,Aura
52313,Sliver
52313,Eldrazi
52309,Dragon
52309,Sliver
52280,
52275,Duck
66821,Sliver
66821,Eldrazi
52333,Tibalt
52297,Sliver
52278,
52358,Frog
52358,Rogue
52364,
52292,Abian
52283,
52362,
52354,Elemental
66817,Dragon
66817,Sliver
52342,Beholder
52361,
52335,
52360,Cat
52360,Scout
52381,Lizard
52381,Wizard
52300,Cloud
52303,Bear
52339,
52277,
52336,
52319,Human
52319,Warlock
52306,
52276,
52320,
52375,Homarid
52375,Warrior
52298,Dog
52298,Soldier
52338,Mammoth
52344,Equipment
52344,Vehicle
52340,
52346,
52310,Vampire
52310,Cleric
52363,-
52363,Specter
52376,
52384,Eldrazi
52384,Insect
52314,
52382,Goblin
52328,
52272,Lobster
52301,Angel
52367,
52389,Island
52389,Fish
52311,Elemental
52374,Troll
52374,Shaman
52332,Wolf
52290,Bird
52325,Insect
52325,Locus
52349,Alien
52304,Bird
52304,Warrior
52380,Aura
52288,Turtle
52343,Aura
52383,
52390,Aven
52390,Wizard
66890,Duck
52330,
66880,
66814,Sliver
52392,Demon
52284,Insect
52379,
66862,Tibalt
52365,Weird
52291,
52329,Whale
52274,Mutant
52308,Skeleton
52368,Vampire
52368,Wizard
52289,
52273,
52370,
52373,Slug
52323,Lhurgoyf
52323,Imp
52287,Elf
52287,Warrior
52350,
52359,Human
52359,Soldier
52359,Wizard
52371,
52296,
52321,Squid
52321,Pirate
52351,Bear
52351,Snake
52351,Mutant
52347,Phyrexian
52372,
52391,
52348,Zombie
66884,
