id_karte,cardtype 
78766,Land
78734,Enchantment
78736,Sorcery
78765,Planeswalker
78740,Sorcery
78738,Enchantment
78769,Land
78739,Sorcery
78741,Artifact
78771,Creature
78744,Land
78745,Sorcery
78767,Artifact
78773,Creature
78772,Land
78770,Artifact
78749,Land
78775,Creature
78774,Land
78768,Artifact
78757,Creature
82378,Enchantment
52521,Creature
20646,Creature
20647,Sorcery
33675,Creature
31203,Creature
20648,Sorcery
20650,Creature
54136,Artifact
20651,Tribal
20651,Enchantment
20652,Land
20653,Sorcery
20654,Sorcery
36212,Sorcery
50510,Artifact
30411,Land
20655,Land
38232,Artifact
20656,Instant
21354,Artifact
20657,Instant
27953,Sorcery
20658,Creature
20659,Instant
20660,Sorcery
32151,Enchantment
20661,Sorcery
52523,Sorcery
20662,Creature
36213,Creature
20663,Enchantment
27955,Creature
67399,Creature
24803,Creature
52525,Instant
23122,Instant
20664,Creature
54135,Land
67397,Creature
27956,Creature
20665,Land
20666,Instant
47986,Enchantment
24796,Instant
25535,Land
35005,Creature
20668,Land
52522,Sorcery
20669,Land
22141,Creature
20671,Creature
20672,Creature
64196,Creature
73337,Enchantment
24797,Enchantment
20673,Creature
78519,Enchantment
20674,Sorcery
24798,Creature
20675,Creature
33676,Land
20676,Creature
32555,Sorcery
54138,Sorcery
20677,Instant
25536,Land
49327,Land
67398,Creature
23123,Creature
20678,Land
20679,Creature
20680,Enchantment
20681,Instant
20682,Sorcery
20683,Sorcery
42364,Creature
20684,Artifact
31205,Instant
20685,Land
20686,Creature
20687,Instant
38231,Sorcery
20688,Sorcery
48512,Enchantment
20689,Land
67396,Creature
50512,Creature
66736,Creature
20690,Creature
25537,Land
48513,Artifact
32556,Instant
20691,Sorcery
24799,Creature
59576,Creature
40128,Creature
73369,Enchantment
20692,Creature
20693,Enchantment
24800,Creature
73336,Enchantment
20694,Instant
21355,Sorcery
74029,Enchantment
37368,Land
20695,Enchantment
20696,Artifact
20696,Creature
20697,Creature
25538,Land
20698,Land
36215,Artifact
82379,Enchantment
82379,Creature
27961,Sorcery
20699,Creature
50513,Land
20700,Sorcery
47985,Enchantment
24801,Creature
30412,Land
37369,Artifact
37369,Creature
30841,Artifact
30841,Creature
21356,Sorcery
20701,Sorcery
49328,Creature
78517,Enchantment
20702,Enchantment
20703,Artifact
52524,Creature
37367,Artifact
37367,Creature
54137,Enchantment
20704,Instant
74030,Enchantment
20705,Instant
20706,Enchantment
25539,Land
24802,Artifact
20707,Artifact
20708,Artifact
20709,Instant
52526,Sorcery
42363,Instant
30842,Sorcery
20710,Land
59575,Creature
20711,Sorcery
20712,Creature
78518,Enchantment
20713,Instant
40127,Instant
20714,Creature
22139,Sorcery
22140,Sorcery
20716,Land
27964,Land
20717,Sorcery
20718,Land
20719,Land
20720,Creature
20721,Sorcery
50511,Creature
66737,Creature
32153,Creature
20769,Creature
20758,Creature
35170,Artifact
28928,Creature
21823,Creature
47843,Instant
25911,Enchantment
62546,Sorcery
80311,Creature
64295,Artifact
64295,Creature
50360,Creature
62567,Creature
66301,Creature
80371,Land
68504,Creature
38140,Creature
36131,Creature
37373,Instant
35115,Creature
66334,Creature
80310,Creature
32080,Artifact
33020,Creature
33021,Artifact
32081,Creature
32082,Creature
33022,Creature
33023,Creature
32083,Artifact
64296,Creature
56694,Sorcery
56694,Land
49279,Creature
33024,Enchantment
33025,Planeswalker
40039,Enchantment
40033,Planeswalker
80350,Planeswalker
49281,Planeswalker
48391,Planeswalker
56732,Creature
29580,Creature
29581,Creature
77027,Creature
70404,Sorcery
27278,Creature
28929,Creature
29582,Artifact
74512,Creature
20723,Creature
52913,Sorcery
29583,Land
40084,Enchantment
59619,Sorcery
76992,Artifact
76992,Sorcery
30845,Creature
30846,Enchantment
35116,Creature
47858,Creature
40110,Artifact
27954,Creature
25912,Creature
76989,Creature
77015,Creature
77002,Creature
76966,Creature
56715,Creature
76978,Creature
35117,Creature
30847,Creature
56672,Creature
32084,Creature
34083,Creature
74469,Creature
68556,Sorcery
29584,Creature
36132,Creature
48425,Planeswalker
37374,Planeswalker
30848,Instant
55099,Land
32085,Artifact
70431,Creature
25913,Creature
80301,Creature
34084,Enchantment
21824,Creature
72907,Creature
40085,Sorcery
52885,Enchantment
52885,Creature
35118,Creature
34085,Sorcery
27957,Creature
27958,Creature
52905,Enchantment
52905,Creature
23095,Creature
40109,Creature
36133,Enchantment
74486,Enchantment
27279,Instant
37376,Land
30849,Creature
80300,Creature
27280,Creature
34086,Creature
32086,Creature
76968,Creature
62551,Creature
64298,Creature
56675,Creature
52870,Creature
21537,Creature
56673,Creature
36134,Enchantment
64299,Land
30850,Planeswalker
68555,Planeswalker
48453,Planeswalker
59639,Creature
38141,Creature
38144,Creature
34087,Enchantment
76967,Sorcery
70420,Creature
59621,Creature
56720,Creature
36135,Enchantment
52880,Enchantment
48428,Planeswalker
52914,Planeswalker
66302,Creature
64297,Creature
42302,Instant
31433,Creature
42324,Instant
76991,Instant
77061,Creature
80351,Creature
48813,Enchantment
30851,Creature
27959,Instant
27281,Creature
49272,Creature
52917,Creature
72909,Creature
68545,Creature
42316,Creature
32087,Enchantment
70422,Creature
30852,Sorcery
25914,Creature
20724,Creature
20725,Creature
27960,Creature
74488,Creature
34088,Creature
47857,Sorcery
37378,Artifact
37378,Creature
48457,Instant
36136,Enchantment
50384,Creature
30357,Creature
37375,Artifact
37377,Creature
55078,Creature
77028,Creature
49274,Artifact
38151,Creature
77064,Land
62555,Instant
77003,Creature
77029,Creature
40087,Sorcery
55060,Creature
33026,Sorcery
33027,Creature
66335,Enchantment
59685,Land
29585,Creature
55079,Creature
20727,Creature
25915,Creature
68535,Creature
70396,Creature
32088,Land
62585,Sorcery
74496,Creature
62584,Sorcery
48416,Artifact
27965,Creature
32089,Artifact
32089,Creature
40076,Creature
50380,Creature
36139,Sorcery
34089,Creature
35119,Sorcery
74498,Artifact
72908,Land
32090,Land
77054,Land
42331,Instant
34090,Enchantment
80318,Creature
30854,Artifact
77017,Creature
55119,Creature
37382,Sorcery
50368,Creature
64302,Artifact
64302,Creature
68546,Creature
56752,Land
72911,Sorcery
29588,Sorcery
32091,Creature
74510,Enchantment
54036,Creature
52916,Creature
29589,Creature
49282,Instant
31436,Creature
68503,Creature
29590,Instant
27282,Creature
68536,Sorcery
30855,Sorcery
36140,Creature
78352,Land
82445,Creature
82446,Creature
78649,Sorcery
22238,Planeswalker
20785,Creature
20786,Instant
52867,Instant
33455,Creature
20787,Creature
64294,Creature
28174,Planeswalker
20789,Enchantment
37991,Creature
30512,Creature
20790,Creature
20826,Artifact
78847,Sorcery
20832,Creature
20821,Planeswalker
22263,Instant
24600,Sorcery
24608,Instant
22089,Creature
22091,Creature
23391,Sorcery
21672,Sorcery
20829,Creature
21670,Enchantment
22537,Sorcery
23392,Sorcery
20840,Creature
24602,Sorcery
24122,Sorcery
20835,Sorcery
21671,Instant
24603,Sorcery
24601,Instant
24609,Creature
22090,Creature
22202,Instant
20843,Sorcery
21668,Enchantment
24606,Creature
20815,Sorcery
34696,Creature
25493,Planeswalker
21316,Planeswalker
24121,Creature
25999,Creature
49329,Creature
20806,Creature
21669,Creature
20808,Creature
36110,Creature
20809,Creature
23124,Instant
29544,Creature
31495,Planeswalker
21317,Planeswalker
25494,Planeswalker
35173,Planeswalker
40153,Planeswalker
42365,Creature
83566,Creature
40120,Creature
37486,Creature
70498,Creature
40468,Creature
22085,Creature
58829,Creature
20816,Planeswalker
25495,Planeswalker
34189,Planeswalker
28515,Creature
35174,Planeswalker
40152,Planeswalker
31496,Planeswalker
22086,Creature
22436,Creature
22087,Creature
40154,Planeswalker
34190,Planeswalker
25496,Planeswalker
31497,Planeswalker
35175,Planeswalker
29545,Creature
20822,Creature
28034,Creature
22197,Creature
69013,Creature
20823,Creature
29546,Creature
48014,Creature
20824,Creature
34191,Planeswalker
20825,Planeswalker
25497,Planeswalker
35176,Planeswalker
29547,Creature
31498,Planeswalker
40155,Planeswalker
24605,Creature
60334,Creature
36129,Sorcery
35177,Planeswalker
49330,Creature
20831,Planeswalker
35178,Planeswalker
29548,Creature
40156,Planeswalker
31499,Planeswalker
25498,Planeswalker
68914,Artifact
22088,Creature
62842,Creature
20834,Creature
21322,Creature
68915,Creature
20838,Creature
25625,Creature
25501,Creature
47599,Creature
20841,Creature
60335,Artifact
60335,Creature
21807,Creature
36130,Artifact
22092,Creature
33732,Creature
83533,Creature
68916,Creature
20844,Creature
83765,Enchantment
25484,Creature
73402,Instant
79012,Instant
35236,Instant
35289,Creature
70762,Creature
75580,Instant
78486,Sorcery
35237,Creature
75582,Creature
30515,Instant
78484,Instant
73568,Creature
23146,Sorcery
25483,Creature
70764,Instant
23147,Creature
32148,Creature
78485,Creature
40032,Creature
24633,Enchantment
23152,Creature
23154,Creature
35288,Creature
41994,Creature
73567,Instant
23156,Creature
38786,Creature
79014,Creature
23157,Creature
25565,Artifact
31324,Creature
30122,Creature
23161,Creature
23162,Sorcery
28659,Sorcery
47987,Creature
23170,Instant
23171,Creature
23174,Creature
23177,Creature
23178,Artifact
23178,Creature
23180,Creature
23182,Enchantment
23182,Creature
79013,Creature
23183,Creature
29551,Sorcery
23187,Creature
82447,Creature
75581,Creature
38787,Creature
27513,Instant
23190,Enchantment
27641,Creature
26001,Instant
83764,Creature
70763,Artifact
70763,Creature
32542,Sorcery
23194,Sorcery
24056,Instant
24026,Instant
24065,Sorcery
24084,Instant
24077,Instant
24071,Sorcery
24057,Instant
24058,Instant
24049,Instant
24062,Instant
24078,Sorcery
24085,Instant
24069,Instant
24043,Sorcery
24089,Creature
24048,Sorcery
24038,Instant
24070,Sorcery
24059,Instant
24025,Sorcery
24067,Instant
24029,Instant
24050,Instant
24039,Instant
24045,Instant
24063,Instant
24030,Instant
24088,Instant
24095,Sorcery
24028,Instant
24033,Sorcery
24061,Tribal
24061,Instant
24072,Instant
24031,Sorcery
24087,Sorcery
24027,Instant
24090,Instant
24052,Instant
24024,Instant
24086,Sorcery
24074,Instant
24073,Sorcery
24053,Sorcery
24044,Instant
24034,Instant
24035,Sorcery
24036,Sorcery
24051,Creature
24055,Instant
24066,Artifact
24068,Creature
24091,Land
24092,Sorcery
25069,Creature
25073,Creature
25079,Land
25068,Creature
25071,Instant
25077,Creature
25070,Creature
25072,Creature
25074,Land
25076,Creature
25078,Creature
25080,Instant
27443,Planeswalker
27402,Artifact
27420,Creature
27431,Instant
27427,Enchantment
27418,Artifact
27433,Creature
27446,Sorcery
27439,Creature
27424,Creature
27426,Creature
27408,Artifact
27406,Sorcery
27448,Sorcery
27441,Artifact
27441,Creature
27435,Instant
27412,Instant
27416,Sorcery
27422,Artifact
27422,Creature
27429,Creature
27445,Creature
27404,Creature
27410,Enchantment
27414,Sorcery
27400,Creature
27437,Sorcery
68985,Planeswalker
68988,Sorcery
68981,Creature
68980,Creature
68986,Enchantment
68982,Instant
68983,Sorcery
68984,Instant
68989,Instant
68987,Enchantment
30289,Creature
69739,Planeswalker
30290,Creature
30291,Creature
52723,Enchantment
52723,Creature
30292,Creature
61951,Creature
31207,Creature
30293,Creature
30294,Creature
20649,Creature
30295,Creature
30297,Creature
48976,Artifact
56642,Creature
30298,Enchantment
30298,Creature
53072,Artifact
30299,Creature
30300,Creature
30301,Creature
30302,Creature
30517,Creature
30303,Creature
30304,Creature
52475,Planeswalker
30305,Creature
30306,Instant
31757,Creature
30518,Creature
30307,Creature
39946,Land
30308,Enchantment
30309,Creature
30310,Enchantment
30312,Creature
79177,Sorcery
30313,Creature
30314,Instant
30315,Creature
30316,Creature
30317,Creature
73270,Sorcery
30318,Creature
77230,Creature
30320,Creature
30519,Creature
66703,Creature
30323,Creature
75416,Artifact
30324,Creature
30325,Creature
30520,Creature
31208,Creature
52478,Creature
31209,Creature
30326,Creature
31758,Creature
66704,Creature
54218,Creature
30327,Creature
50307,Creature
30328,Creature
30330,Creature
30331,Creature
30332,Creature
30333,Creature
59018,Enchantment
54147,Land
30334,Creature
30335,Creature
31210,Creature
30336,Land
30337,Creature
30338,Creature
59740,Creature
30339,Creature
69178,Enchantment
30521,Creature
30346,Enchantment
69740,Creature
30348,Land
75184,Creature
30349,Creature
65482,Artifact
66769,Creature
30350,Creature
31211,Creature
30351,Instant
75778,Artifact
30353,Enchantment
30353,Artifact
30354,Creature
78913,Creature
63238,Creature
34257,Artifact
34554,Creature
34412,Sorcery
34633,Creature
34280,Artifact
34465,Artifact
34527,Sorcery
34577,Enchantment
34630,Instant
34426,Artifact
34581,Land
34239,Creature
34474,Land
34419,Land
34430,Creature
34251,Creature
34561,Creature
34617,Creature
34213,Scheme
34243,Sorcery
34572,Enchantment
34517,Land
59872,Enchantment
53941,Artifact
53941,Creature
34479,Scheme
34253,Scheme
34602,Scheme
34498,Scheme
34621,Scheme
34344,Scheme
34471,Scheme
34201,Land
34421,Plane
34435,Land
34580,Scheme
34272,Land
34614,Scheme
34481,Scheme
34237,Creature
34194,Scheme
34590,Plane
34563,Creature
59840,Creature
34365,Land
34301,Scheme
34334,Scheme
34376,Creature
34443,Scheme
34589,Plane
34398,Plane
71587,Creature
34221,Scheme
34457,Scheme
34417,Scheme
34480,Scheme
59893,Creature
34604,Plane
34467,Plane
34522,Plane
34389,Creature
34511,Plane
34420,Plane
34462,Plane
34423,Plane
34513,Plane
34628,Plane
34643,Scheme
34596,Plane
34341,Scheme
34383,Plane
34444,Plane
34523,Plane
34199,Plane
34424,Plane
34321,Scheme
34482,Scheme
34570,Phenomenon
34455,Scheme
34215,Scheme
34205,Plane
34356,Plane
34601,Plane
34332,Plane
34535,Plane
34592,Plane
34515,Scheme
34475,Plane
34579,Plane
34547,Plane
34453,Plane
34610,Plane
34402,Scheme
34546,Plane
34249,Plane
34352,Plane
34632,Plane
34611,Plane
34550,Plane
34404,Scheme
34564,Plane
34450,Plane
34406,Scheme
34595,Plane
34629,Plane
34489,Plane
34408,Plane
34463,Plane
34391,Plane
34627,Plane
34636,Scheme
34409,Scheme
34626,Plane
34603,Plane
34293,Plane
34613,Scheme
34598,Plane
34286,Scheme
34445,Plane
34291,Plane
34606,Plane
34504,Scheme
34277,Plane
34247,Plane
34534,Plane
34379,Plane
34454,Plane
34512,Plane
34567,Plane
34597,Plane
34593,Plane
34354,Plane
34384,Plane
34390,Plane
34397,Plane
34340,Scheme
34380,Plane
34484,Plane
34329,Plane
34476,Plane
34607,Plane
34578,Plane
34600,Plane
34203,Plane
34358,Plane
34605,Plane
34608,Plane
34483,Plane
34542,Scheme
34449,Plane
34631,Plane
34514,Plane
34350,Scheme
34407,Plane
34197,Plane
34549,Plane
34209,Plane
34599,Scheme
34231,Plane
34571,Phenomenon
34224,Plane
34715,Scheme
34720,Scheme
34714,Scheme
34717,Scheme
34712,Scheme
34543,Scheme
34721,Scheme
34716,Scheme
34568,Plane
34711,Scheme
34538,Scheme
34704,Scheme
34722,Scheme
34703,Scheme
34418,Scheme
34719,Scheme
34707,Scheme
34640,Scheme
34709,Scheme
34705,Scheme
34710,Scheme
34708,Scheme
34466,Plane
34706,Scheme
34278,Plane
34718,Scheme
59839,Creature
34403,Scheme
34195,Instant
34211,Sorcery
59843,Sorcery
40441,Planeswalker
34219,Creature
49939,Creature
35552,Creature
34233,Creature
34235,Creature
59844,Creature
50477,Creature
80464,Creature
33772,Creature
36697,Enchantment
20805,Creature
36222,Creature
37989,Artifact
20810,Land
20811,Land
68749,Creature
20812,Creature
36698,Artifact
20813,Sorcery
20814,Sorcery
36699,Artifact
62743,Creature
24810,Enchantment
24810,Creature
77395,Creature
30514,Creature
22965,Instant
37988,Creature
73831,Creature
30103,Creature
25491,Creature
20818,Creature
36700,Enchantment
20819,Creature
20820,Enchantment
40477,Creature
75382,Creature
36701,Enchantment
58794,Land
20827,Sorcery
20828,Creature
39074,Instant
20830,Creature
27639,Instant
56756,Creature
56954,Creature
36702,Artifact
21513,Artifact
25888,Creature
59245,Creature
28657,Creature
20833,Instant
49256,Creature
29549,Sorcery
64559,Creature
73204,Creature
32539,Artifact
32539,Creature
36703,Enchantment
36703,Land
27169,Sorcery
20839,Creature
31881,Creature
21514,Sorcery
20842,Instant
24607,Creature
48050,Planeswalker
31322,Creature
36704,Artifact
47433,Creature
36705,Artifact
36706,Enchantment
70630,Land
66444,Artifact
35172,Creature
39264,Creature
39292,Artifact
39290,Creature
39298,Artifact
39248,Enchantment
39224,Instant
39269,Creature
39244,Creature
39234,Creature
39240,Enchantment
39267,Tribal
39267,Sorcery
39261,Creature
39242,Sorcery
39272,Creature
39256,Enchantment
39274,Creature
39270,Sorcery
39275,Creature
39236,Creature
39265,Creature
39276,Creature
39297,Artifact
39283,Sorcery
39212,Enchantment
39231,Enchantment
39278,Creature
39282,Creature
39260,Enchantment
39213,Sorcery
39289,Creature
39225,Creature
39281,Sorcery
39209,Instant
39287,Creature
39221,Instant
39296,Artifact
39216,Instant
39208,Creature
39247,Instant
39233,Creature
39220,Instant
39219,Sorcery
39262,Creature
39252,Instant
39230,Sorcery
39226,Creature
39245,Creature
39293,Artifact
39277,Instant
39280,Sorcery
39237,Creature
39238,Instant
39239,Enchantment
39295,Artifact
39254,Creature
39299,Artifact
39299,Creature
39243,Sorcery
39214,Instant
39222,Creature
39206,Creature
39217,Instant
39223,Creature
39210,Instant
39279,Sorcery
39235,Creature
39241,Sorcery
39300,Artifact
39229,Tribal
39229,Instant
39286,Creature
39250,Creature
39284,Creature
39258,Creature
39263,Creature
39232,Sorcery
39257,Instant
39288,Creature
39266,Creature
39285,Creature
39291,Creature
39259,Creature
39273,Creature
39215,Creature
39251,Creature
39255,Creature
39211,Creature
39246,Creature
39268,Creature
39249,Creature
39271,Instant
28185,Creature
39218,Creature
39227,Creature
39228,Sorcery
28186,Creature
39253,Creature
39207,Creature
39294,Creature
42106,Creature
40126,Creature
48636,Land
48051,Instant
39328,Creature
47793,Creature
39327,Creature
48635,Sorcery
39326,Sorcery
40864,Land
41325,Sorcery
41199,Sorcery
41323,Instant
40578,Enchantment
41070,Sorcery
40810,Enchantment
41037,Enchantment
40679,Enchantment
41168,Creature
40932,Instant
40993,Artifact
40993,Creature
41326,Land
41045,Land
40988,Artifact
40899,Instant
41328,Land
41773,Land
41824,Artifact
41121,Artifact
41113,Land
41641,Land
41063,Instant
41712,Instant
41307,Instant
41179,Instant
41739,Land
41703,Land
40615,Creature
40798,Enchantment
40572,Creature
41318,Artifact
41117,Land
40757,Enchantment
40831,Enchantment
40969,Artifact
41865,Enchantment
40605,Instant
41410,Instant
41510,Creature
41062,Instant
40603,Enchantment
41818,Land
41394,Artifact
40658,Enchantment
40559,Enchantment
41476,Creature
41831,Artifact
41030,Land
41172,Artifact
40651,Land
40710,Instant
40751,Land
40659,Land
41482,Land
41123,Artifact
41123,Creature
41671,Land
41191,Land
41748,Creature
40817,Land
41483,Land
41281,Artifact
41162,Artifact
40590,Land
40697,Land
41231,Instant
40752,Land
40825,Land
41005,Creature
40622,Land
41206,Land
40750,Land
40828,Land
41838,Artifact
40922,Land
40692,Artifact
41650,Enchantment
40736,Land
48502,Land
40607,Land
40608,Land
40769,Land
40965,Land
41737,Land
40888,Land
41169,Artifact
41035,Artifact
41302,Instant
40902,Land
41443,Land
40926,Land
41720,Sorcery
40641,Instant
41009,Land
40827,Land
41598,Creature
40708,Artifact
41096,Enchantment
41071,Instant
41194,Land
41141,Enchantment
41049,Land
40593,Artifact
40686,Land
40809,Land
40907,Land
40905,Land
40962,Artifact
40962,Creature
41187,Enchantment
41220,Creature
40581,Land
41175,Land
41311,Creature
40854,Land
41649,Artifact
41521,Land
41312,Creature
40730,Artifact
41022,Enchantment
41828,Artifact
40588,Creature
40604,Land
41031,Enchantment
41064,Enchantment
41441,Creature
48016,Creature
41590,Land
40800,Artifact
41257,Artifact
40898,Creature
41314,Artifact
41844,Sorcery
41167,Creature
41042,Land
41189,Creature
41401,Instant
41436,Land
41470,Land
41051,Artifact
41352,Instant
40917,Land
41842,Artifact
40646,Instant
41840,Sorcery
41196,Enchantment
40884,Land
41440,Land
41408,Instant
41700,Creature
41432,Land
41735,Creature
40538,Sorcery
41525,Land
40815,Land
41271,Instant
40904,Land
40626,Instant
41002,Artifact
41202,Creature
40601,Artifact
40666,Sorcery
41708,Sorcery
41631,Land
41707,Sorcery
40876,Land
41395,Enchantment
40989,Artifact
40989,Creature
40778,Sorcery
40972,Land
41212,Artifact
41212,Creature
41624,Land
41193,Creature
41557,Land
41871,Sorcery
40551,Land
41425,Artifact
40819,Instant
41417,Enchantment
41222,Land
40675,Artifact
40849,Sorcery
40773,Sorcery
41250,Instant
40886,Land
41379,Instant
40661,Instant
41861,Sorcery
41043,Land
40711,Artifact
41182,Land
48107,Instant
40580,Instant
40846,Instant
41233,Artifact
41798,Creature
41010,Artifact
40840,Sorcery
40929,Instant
40552,Artifact
41069,Artifact
41439,Artifact
40670,Sorcery
41558,Sorcery
40836,Land
41134,Artifact
41072,Sorcery
41839,Artifact
41839,Land
41015,Instant
40871,Land
41635,Instant
41570,Creature
40799,Land
40620,Enchantment
40855,Artifact
40557,Artifact
40946,Creature
49942,Artifact
52862,Instant
47446,Instant
70795,Land
78946,Artifact
52317,Enchantment
52313,Creature
52309,Creature
52280,Artifact
52275,Planeswalker
66821,Creature
52333,Planeswalker
52297,Creature
52278,Instant
52358,Creature
52364,Sorcery
52292,Planeswalker
52283,Land
52362,Enchantment
52354,Tribal
52354,Enchantment
66817,Creature
52342,Creature
52361,Sorcery
52335,Instant
52360,Creature
52381,Creature
52300,Land
52303,Creature
52339,Land
52277,Sorcery
52336,Sorcery
52319,Creature
52306,Sorcery
52276,Enchantment
52320,Enchantment
52375,Creature
52298,Creature
52338,Creature
52344,Artifact
52340,Sorcery
52346,Enchantment
52346,Land
52310,Creature
52363,Creature
52376,Sorcery
52384,Creature
52314,Enchantment
52382,Creature
52328,Land
52272,Creature
52301,Tribal
52301,Instant
52367,Sorcery
52389,Land
52389,Creature
52311,Creature
52374,Creature
52332,Creature
52290,Creature
52325,Creature
52349,Instant
52349,Creature
52304,Creature
52380,Enchantment
52288,Creature
52343,Enchantment
52383,Sorcery
52390,Creature
66890,Planeswalker
52330,Instant
66880,Artifact
66814,Creature
52392,Creature
52284,Creature
52379,Artifact
66862,Planeswalker
52365,Creature
52291,Vanguard
52329,Creature
52274,Creature
52308,Creature
52368,Creature
52289,Land
52273,Enchantment
52370,Instant
52373,Creature
52323,Creature
52287,Creature
52350,Instant
52359,Creature
52371,Sorcery
52296,Land
52321,Creature
52351,Creature
52347,Artifact
52347,Creature
52372,Instant
52391,Enchantment
52348,Creature
66884,Instant
52294,Enchantment
52285,Creature
52299,Creature
52302,Sorcery
52356,Instant
52331,Artifact
52295,Creature
52355,Land
52353,Creature
52385,Creature
52324,Instant
52312,Sorcery
52293,Enchantment
52345,Enchantment
52352,Artifact
52352,Creature
52318,Instant
52388,Creature
52326,Instant
52315,Instant
52315,Sorcery
52327,Artifact
52327,Creature
52334,Creature
52357,Creature
52337,Elemental
52337,Instant
52387,Creature
52341,Instant
52286,Artifact
52386,Instant
52386,Creature
52366,Land
66806,Planeswalker
52322,Sorcery
52378,Sorcery
66824,Enchantment
66834,Enchantment
66819,Land
66912,Sorcery
52369,Creature
52305,Instant
66910,Creature
52307,Creature
66874,Enchantment
52316,Creature
66907,Tribal
66907,Enchantment
52279,Sorcery
66867,Instant
66872,Artifact
66882,Land
66861,Sorcery
66808,Land
66892,Enchantment
66892,Land
66870,Enchantment
66815,Sorcery
66848,Land
66854,Sorcery
66871,Artifact
66849,Creature
66805,Creature
66918,Land
52281,Sorcery
66823,Creature
66842,Sorcery
66883,Artifact
66883,Creature
66825,Instant
66839,Creature
66836,Creature
66922,Instant
66913,Creature
66909,Creature
66843,Planeswalker
66889,Land
66830,Creature
66807,Enchantment
66833,Sorcery
66803,Creature
66853,Instant
66887,Instant
66887,Creature
66812,Enchantment
66916,Enchantment
66902,Creature
66826,Instant
66873,Creature
66841,Creature
66878,Instant
66835,Creature
66820,Creature
66875,Sorcery
66855,Creature
66813,Creature
66816,Instant
66864,Creature
66894,Artifact
66827,Instant
66851,Artifact
52282,Artifact
52282,Creature
66845,Sorcery
66829,Creature
66832,Creature
66810,Sorcery
52377,Planeswalker
66804,Land
66895,Enchantment
66899,Enchantment
66897,Creature
66914,Creature
66831,Sorcery
66856,Creature
66885,Creature
66904,Creature
66919,Creature
66915,Sorcery
66869,Creature
66893,Creature
66920,Artifact
66920,Creature
66852,Creature
66903,Artifact
66903,Creature
66822,Instant
66822,Sorcery
66802,Creature
66863,Instant
66863,Creature
66866,Creature
66859,Creature
66850,Enchantment
66908,Sorcery
66838,Creature
66917,Creature
66828,Creature
66809,Tribal
66809,Instant
66901,Creature
67297,Enchantment
66860,Artifact
66860,Creature
66886,Land
66898,Creature
66868,Elemental
66868,Instant
66858,Creature
66900,Instant
66818,Sorcery
66844,Land
66844,Creature
66921,Creature
66877,Creature
66837,Creature
66811,Creature
66847,Enchantment
66906,Creature
66876,Sorcery
66905,Vanguard
66840,Instant
66865,Instant
66879,Creature
66888,Enchantment
66911,Creature
66896,Sorcery
66846,Creature
66891,Sorcery
66857,Creature
67298,Instant
66881,Creature
57185,Planeswalker
68078,Land
58874,Land
61352,Creature
56966,Instant
57041,Creature
70003,Instant
57135,Artifact
65746,Land
66278,Sorcery
56993,Enchantment
64139,Land
57238,Land
56955,Enchantment
77303,Creature
70014,Artifact
64106,Creature
57080,Sorcery
57048,Creature
65756,Creature
68115,Planeswalker
72341,Enchantment
57113,Creature
57130,Enchantment
57122,Sorcery
57125,Artifact
57057,Enchantment
80146,Enchantment
68075,Artifact
58898,Creature
57116,Land
69979,Enchantment
69997,Enchantment
68114,Creature
58887,Instant
57093,Creature
58893,Creature
77288,Creature
72383,Artifact
68070,Creature
64137,Creature
57084,Artifact
80171,Planeswalker
69974,Land
57042,Land
58875,Land
65748,Enchantment
57219,Creature
61375,Enchantment
58909,Creature
80164,Artifact
58905,Creature
57013,Artifact
57209,Creature
56960,Instant
70009,Artifact
57203,Creature
57230,Artifact
57230,Creature
65765,Artifact
57056,Creature
57241,Enchantment
61336,Instant
72360,Creature
57229,Creature
72381,Creature
80190,Creature
57235,Planeswalker
57099,Enchantment
57034,Creature
80156,Creature
72363,Creature
74439,Creature
77312,Creature
57069,Artifact
70037,Land
68089,Land
57003,Creature
57195,Land
64126,Enchantment
64126,Creature
56975,Enchantment
80147,Enchantment
64099,Artifact
61347,Creature
65729,Land
57075,Instant
57161,Land
72405,Artifact
70010,Creature
57193,Artifact
56981,Planeswalker
61378,Creature
56992,Creature
77333,Creature
64109,Creature
65766,Creature
80136,Planeswalker
65758,Creature
57228,Creature
56959,Artifact
56959,Creature
80178,Instant
57058,Creature
62908,Creature
73138,Creature
58883,Creature
57214,Artifact
68126,Creature
69975,Enchantment
64104,Creature
57006,Instant
72354,Land
64121,Creature
57199,Creature
77289,Creature
64129,Enchantment
56986,Artifact
65767,Creature
61342,Creature
57059,Land
57124,Instant
77330,Creature
57139,Sorcery
80153,Sorcery
57187,Enchantment
77296,Planeswalker
57072,Enchantment
69992,Sorcery
72404,Artifact
68119,Creature
72359,Artifact
65743,Instant
58891,Creature
68064,Artifact
65738,Artifact
57081,Creature
64119,Creature
77290,Creature
57031,Enchantment
68084,Creature
80191,Artifact
80191,Creature
80143,Sorcery
56957,Creature
70027,Instant
57137,Creature
64140,Instant
56996,Creature
57240,Enchantment
57240,Creature
58881,Planeswalker
65764,Creature
74429,Creature
68086,Creature
69970,Creature
57109,Creature
70021,Planeswalker
65761,Artifact
57153,Land
64125,Creature
57239,Instant
64096,Enchantment
56961,Creature
59905,Enchantment
77334,Creature
57168,Creature
70011,Artifact
57220,Instant
70015,Creature
